article	unit_type	is_adct	confidence	pt	nhe
37	paragrafo_unico	False	1.0	Para os fins do disposto no inciso XI do caput deste artigo, fica facultado aos Estados e ao Distrito Federal fixar, em seu âmbito, mediante emenda às respectivas Constituições e Lei Orgânica, como limite único, o subsídio mensal dos Desembargadores do respectivo Tribunal de Justiça, limitado a noventa inteiros e vinte e cinco centésimos por cento do subsídio mensal dos Ministros do Supremo Tribunal Federal, não se aplicando o disposto neste parágrafo aos subsídios dos Deputados Estaduais e Distritais e dos Vereadores.	Mayê uikúwa kuá ῖsisu XI kaput artigu, upitá upuderisá kuá Istadu asui Distritu Federau ita urikúãna, mayé mãduarisá, usiíkasá arupíté taãmusatãbika usú kuá 39 mayé taputariwa yawé uikú kuá pitasúkasá upé, mayê yepéyũte usiíkasá mairũ muiri yasí kuá umũdusá musatãbikasá Tribunau justisa umãduari usiíkasá nuvẽta papaisa payẽ turusúsá, asui irũdi pu yepé pu sẽtu asui muiri sẽtu usikawá muiri yasí kuá Tuixawá Ministru turusú piri waá Teribunau Federau, ũbawa uaxarí uikú kuá pinimasá upé mairũ muiri kuá Deputadu Istaduau asui Distritau ita asui vereadu ita.
38	caput_roman	False	0.9	tratando-se de mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função;.	yãbeu ramé sesewára kuá mũdusá yuparawákawá Federau asuí kuá Distritau, tayukare taxari aãmukití imurakí, asui kuá murakí maresé upurakíwá.
38	caput_roman	False	0.9	II – investido no mandato de Prefeito, será afastado do cargo, emprego ou função, sendo-lhe facultado optar pela sua remuneração;.	II – kuá umuyãwa umeẽsá prefeitu pukusá, tayuka taxari imurakí sui, murakí maresé upurakiwá, yawéarã umeẽ arã uparawaáka upurakíwa rikuyaára;.
38	caput_roman	False	0.9	III – investido no mandato de Vereador, havendo compatibilidade de horários, perceberá as vantagens de seu cargo, emprego ou função, sem prejuízo da remuneração do cargo eletivo, e, não havendo compatibilidade, será aplicada a norma do inciso anterior;.	III - kuá veredu umũdú pukusá, urikú ramé murakí yepéwasú murakí amú irũ, urikútê umaã mayé usúsaá sũde kití kuá imurakí sesewára upurakí, ũbarã uyumapatuka imurakí rikuyaára irũ aikué ramé imukití imurakí, asui kuá amú murakí yepéwasú aãmu irũ, apé tamuyã arã mayé ũbeuwá sũderewá ῖsisu;.
38	caput_roman	False	0.9	IV – em qualquer caso que exija o afastamento para o exercício de mandato eletivo, seu tempo de serviço será contado para todos os efeitos legais, exceto para promoção por merecimento;.	IV -mayêwãtu murakí uputariwa tayukare taxari aãmukití imurakísuí umũdú pukusá, kupukusá upurakí tarikuté tapapari tamuyã usú sapé rupí payẽ supé, ũbawa aikué isupé iwasúῖmasá sikuyaára;.
38	caput_roman	False	0.9	V – na hipótese de ser segurado de regime próprio de previdência social, permanecerá filiado a esse regime, no ente federativo de origem.	V – mayé umukame upitásúkasá asuí mayé mũdusá previdẽsia payẽ miíra tasúpé, yawéte uikú arã taira yawé kuá mayé mũdusá, kuá aikuéwa tasúpéwa mayé uyupirũgasá.  60                 “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé                                          SESÃU II                            UPURAKÍ WAITÁ PAYẼ SUPÉ.
39	caput	False	1.0	A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.*.	Kuá Muatirisá yepéwasú, mayé kuá Istadu-itá, ísui Distritu Federau asuí Municípiu ita asuí kuá Istadu-itá, Distritu Federau Municípiu ita tayupirú taãmurakí tamãduaisá seéséwrakuá ũbusaára mayê tapurakí arã urasusá ita sũde kití asui mayé imurakí rikuyaára, upurakiwá yepé aára kupukusá mayé taputariwá yawé upitá takirῖbawasá.
39	paragrafo_unico	False	1.0	Os Poderes Executivo, Legislativo e Judiciário publicarão anualmente os valores do subsídio e da remuneração dos cargos e empregos públicos.	Kuá upuderi waitá tamuyã pitasúkasá ita, yawéte kuá upurakiwa justisa irũ muiri akayú tamukamẽ arã, urikú wiata sepeasusá subsídio asuí sikuyaára mayêwa murakí resé, murakí uyumuyãwá payẽ supé.  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé          61
40	caput	False	1.0	O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.	Siíya mayê tamuyã kuá presidẽsia miíra tasúpé kuá upurakí aéretéwa urikú mayê purãgasá upurakí upé umeẽ asui ipirasuwasá, umeẽsá upé muiri maã aikuéwa murakí yepéwasú upé kuá upurakiwa uikú yawétw kuá yapusẽtari waitá upisika waitá pẽsãu, tamasá upé mayê sesewára umuyã taárasu purãga satãbika kuá murakí rikuyaára kuiri yawé uikú.
40	paragrafo_unico	False	1.0	Ressalvadas as aposentadorias decorrentes dos cargos acumuláveis na forma desta Constituição, é vedada a percepção de mais de uma aposentadoria à conta de regime próprio de previdência social, aplicando-se outras vedações, regras e condições para a acumulação de benefícios previdenciários estabelecidas no Regime Geral de Previdência Social.	Taãmukaáturú apusẽtaduriya mayé murakí uyatiri mayé uikúwa pitasúkasá upé, takusá rupí ũbawa puderi siíya apusẽtaduria mayé ũbeukuá musatãbikasá sesewára kuá mayé usú sũdé kití payẽ miíra supé, taxari aãmuita ũbawa puderisá, mayé satãbikasá mayé uikúsá uyaátirisá rupí kuá murakí rikuyaára mayê uikúwa yumustãbikasá mayé usú sũdé kití payẽ miíra supé.
40	paragrafo_unico	False	1.0	Além do disposto neste artigo, serão observados, em regime próprio de previdência social, no que couber, os requisitos e critérios fixados para o Regime Geral de Previdência Social.	Asui uikú kuá artigu upé, tamarã kuri, mayé satãbika rupíte usú uikú payẽ miírata supé, mamẽ umeẽwá, mayé tamuyã asuí mayê tasikariwá uikú arã satãbika turusúsá payẽ miírata supé.
40	paragrafo_unico	False	1.0	Incidirá contribuição sobre os proventos de aposentadorias e pensões concedidas pelo regime de que trata este artigo que superem o limite máximo estabelecido para os benefícios do regime geral de previdência social de que trata o art. 201, com percentual igual ao estabelecido para os servidores titulares de cargos efetivos.	tayuiri tamãduai tameẽ waitá sikuyaára kuá tayapusẽtari arã asuí upisika waitá pẽsãu, taxarisá mayé tasikaiwa yawé uikú kuá artigu upé usasá isuí mamẽ usiíkasá ukuáwá kuá payẽ satãbikasá irũ mukaátusá payẽ miíra tasúpé yawé uikú kuá art. 201, muiri turusúsá tapapaisá sẽtu yepéwasú taxari uikúsá kuá upuraki tasúpé muraákísá taparawaáka retéwa.
41	caput	False	1.0	São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público.	Aῖta uikúretẽtu musapiri akayú arire upurakí kuá umuyãsá murakí taãmuserkawá upurakí arã taãmukarusá irũ upurakiwa taparawaáka warupí usasáwa uyũbuewa rupí payẽ supéwa.
42	caput	False	1.0	Os membros das Polícias Militares e Corpos de Bombeiros Militares, instituições organizadas com base na hierarquia e disciplina, são militares dos Estados, do Distrito Federal e dos Territórios.	Muiri upurakí waitá Pulisia ita, Suraára ita umuwewesá ita tatá, upurakisá yepéwasú payẽ kuá kirῖbawa waitá irũ asuí mayê tasikariwa yawé, kuá sura ita taikúwa Istadu upé, Distritu Federau asuí iwí tetãma turusúsa.
43	caput	False	1.0	Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.	Kuá umuyãsá ita usú sũde kití, umãduarisá siíya rupí tarikuté tamuyã taãmurakí tayatimana turusúsá kuá iwí sikuyaára asuí payẽ miíra-itá, tamaã arã mayê uyumuyã usú asuí mayé ũbawa yepéwasúsá uyumukuáira usú uikú paranã ita rupí.
44	caput	False	0.8	O Poder Legislativo é exercido pelo Congresso Nacional, que se compõe da Câmara dos Deputados e do Senado Federal.	Urikúwaitá kirῖbawasá tapurakiwá mayê uikúwa pitasúkasá upé Kũgresu Nasiunau, uikúwa mamẽ Deputadu-itá Senadu asuí Federau ita.
45	caput	False	1.0	A Câmara dos Deputados compõe-se de representantes do povo, eleitos, pelo sistema proporcional, em cada Estado, em cada Território e no Distrito Federal.	Mamẽ Deputadu-itá uikúwa tayumuyukamesá siíya miíra-itá rupí, taparawaákawá tayumuatiriwa siíya turusúsá yepéwasú muiri Istadu-itá, muiri kuá iwí tetãma wasú upé asuí distritu ferderau upé.
46	caput	False	1.0	O Senado Federal compõe-se de representantes dos Estados e do Distrito Federal, eleitos segundo o princípio majoritário.	Kuá Senadu federu tayumuyukamesá arã siíya miíra-itá rupí Istadu-itá asuí Distritu Federau, taparawaákawá mayé mukũisá ũbeú tuixawá uyupirũgasá.
47	caput	False	1.0	Salvo disposição constitucional em contrário, as deliberações de cada Casa e de suas Comissões serão tomadas por maioria dos votos, presente a maioria absoluta de seus membros.	Mayê uikúwa kũstitusiunau uikú ramẽ aãmurupí takũtari tamarã mayê usẽmu arã sesewára muiri uka ita asuí kuá uyatisá upéwa takũtari tamarã mayê upitá siíyapiriwa vutu, uikúwa ita aápe siíya piri supísá tarumura urasusá.
47	caput	False	1.0	SEÇÃO II                              Das Atribuições do Congresso Nacional.	SESÃU II          KUÁ UKŨTARISÁ MURAKÍ RESÉ KŨGRESU NASIUNAU UPÉ.
48	caput_roman	False	0.9	sistema tributário, arrecadação e distribuição de rendas	taãmuatiriwa siíya mayê ũbeusaára, muatirisá asu musãisá kuá murakí rikuyaára;.
49	caput_roman	False	1.0	resolver definitivamente sobre tratados, acordos ou atos internacionais que acarretem encargos ou compromissos gravosos ao patrimônio nacional;.	urikútê umusúpi mãresé tayupugiTetãma, taãmuyusúpi u maã taruri waá kuá mũdu turusúsá sui muraákí u tarikúwa seésé ipusesa kuá naciunal urikúwa;.
49	caput_roman	False	1.0	II – autorizar o Presidente da República a declarar guerra, a celebrar a paz, a permitir que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente, ressalvados os casos previstos em lei complementar;.	II – uwaturizai Prezidẽte da Republika uyeẽ muraãmuyãsa, muyã timaãresésa, uxari amũsuiwaáraita kirĩbasa Tetãmata territuriu nasiunau rupí u tapita seésé kutarãtu, urikútê umaã maã aikuéwa ũbeuwa ley upé;.
49	caput_roman	False	1.0	III – autorizar o Presidente e o Vice-Presidente da República a se ausentarem do País, quando a ausência exceder a quinze dias;.	III - uwaturizai Prezidẽte asui sumuaára Prezidẽte da Republika usẽmu tetãma wasú sui, mairamẽ usẽmu mukũi pu pu aáraita;  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé         69.
49	caput_roman	False	1.0	IV – aprovar o estado de defesa e a intervenção federal, autorizar o estado de sítio, ou suspender qualquer uma dessas medidas;.	IV – umusúpi suãtisá reséwa asui federau puraita tatumai, uwaturizai payẽ tuyuxa mirita tamuyã purũgitasa taresé, u tasúpiri mayêwãtu kuá suiwa yũbeuwa ike;.
49	caput_roman	False	1.0	V – sustar os atos normativos do Poder Executivo que exorbitem do poder regulamentar ou dos limites de delegação legislativa;.	V – tarikuté takũtrulai mayê uyeẽ kuá mũdusa waiku tiarã tayumusasá mũdusa resé u tasasa mamẽ legistativa mũdusa;.
49	caput_roman	False	1.0	VI – mudar temporariamente sua sede;.	VI - tatirika kutarãtu ta rẽda retéwa sui;.
49	caput_roman	False	1.0	VII – fixar idêntico subsídio para os Deputados Federais e os Senadores, observado o que dispõem os arts. 37, XI, 39, § 4o, 150, II, 153, III, e 153, § 2o, I;.	VII - upitá Deputadu Federau umũdusa rupí asui Senadutairũ tamaárama maã seésé kuá yũbeuwa kuá upé arts. 37, XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, l;.
49	caput_roman	False	1.0	VIII – fixar os subsídios do Presidente e do Vice-Presidente da República e dos Ministros de Estado, observado o que dispõem os arts. 37, XI, 39, § 4o, 150, II, 153, III, e 153, § 2o, I;.	VIII - upitá Prezidẽte asui sumuaára Prezidẽte da Republika irũu asui ministru mirita taitũu, tamaárama maã uyeẽ kuá upé arts. 37, XI, 39, §4º, 150, ll, 153, lll; asui 153, § 2º, l;.
49	caput_roman	False	1.0	IX – julgar anualmente as contas prestadas pelo Presidente da República e apreciar os relatórios sobre a execução dos planos de governo;.	IX – yũbeusa akayu yawéyawé maã Prezidẽte da Republika ugastariwa resé asui tamaã yũpinimasa wasú seésé kuá maã guvernu umãduariwa umuyã;.
49	caput_roman	False	1.0	X – fiscalizar e controlar, diretamente, ou por qualquer de suas Casas, os atos do Poder Executivo, incluídos os da administração indireta;.	X – mãsa seésé asui kũtrulai, satãbika, u mayêwa ukaita resé, mayê uyeẽ kuá mũdusa waiku, umuekeyui mũdusa ĩdireta;.
49	caput_roman	False	1.0	XI – zelar pela preservação de sua competência legislativa em face da atribuição normativa dos outros Poderes;.	XI – yusisa yumukaáturusa legislativa mudusa rupí maã aãmu mũdusa uyumẽwa irũu;.
49	caput_roman	False	1.0	XII – apreciar os atos de concessão e renovação de concessão de emissoras de rádio e televisão;.	XII – yumãsa kũsesãu resé yumuyã waiku asui yũpisasusa kũsesãu rádiu reséwa asui televizãu resé;.
49	caput_roman	False	1.0	XIII – escolher dois terços dos membros do Tribunal de Contas da União;.	XIII – sikarisa mukũi tersu tasúiwaára kuá Tribunau de Kũta da Uniãu;.
49	caput_roman	False	1.0	XIV – aprovar iniciativas do Poder Executivo referentes a atividades nucleares;.	XIV – musúpisa mã resé Puder Exekutivu umuyãwaiku nucleares muraákíta resé;.
49	caput_roman	False	1.0	XV – autorizar referendo e convocar plebiscito;.	XV – uwaturizai referẽdu asui usenũi plebisitu;.
49	caput_roman	False	1.0	XVI – autorizar, em terras indígenas, a exploração e o aproveitamento de recursos hídricos e a pesquisa e lavra de riquezas minerais;.	XVI – uwaturizai, ĩdijina taiwí upé, tapuraki arã asui tayuka arã rekursu hidriku asui sikaisá asui lavra de riqueza minerais;.
49	caput_roman	False	1.0	XVII – aprovar, previamente, a alienação ou concessão de terras públicas com área superior a dois mil e quinhentos hectares;.	XVII – umusúpi, senũdere, aikué mutirikasa u tameẽ iwíta tiwaitá urikú iyaára ituru usika mukũi miu asui pu sẽtu turusúsa;.
49	caput_roman	False	1.0	XVIII – decretar o estado de calamidade pública de âmbito nacional previsto nos arts. 167‑B, 167‑C, 167‑D, 167‑E, 167‑F e 167‑G desta Constituição.	XVIII – urikútê umusúpi mãresé kuá yumuewa waiku tetãma-itá rupí mayê uyeẽwa kuá arts. 167-B, 167-C,167-D, 167-E, 167-F asui 167-G kuá mũdusáwa turusúwa upé.
50	caput	False	1.0	A Câmara dos Deputados e o Senado Federal, ou qualquer de suas Comissões, poderão convocar Ministro de Estado ou quaisquer titulares de órgãos diretamente subordinados à Presidência da República para prestarem, pessoalmente, informações sobre assunto previamente determinado, importando em crime de responsabilidade a ausência sem justificação adequada.	Kamaára Deputadu-itá asui Senadu Fedrau, u mayêwãtu yumuatirisa ipupépuraita, tapuderi tasenui Ministru de Istadu u mayêwãtu airetéwa urgãu suiwa uikúwa Prezidẽte da Republika irũu ũbeuaárama, pesualmẽte, ũbeurã mãresé kuá taputariawá takuá, mã umuyãwa resé tiwa urikú yũbeusa seésé airetéwa.
51	caput_roman	False	1.0	autorizar, por dois terços de seus membros, a instauração de processo contra o Presidente e o Vice-Presidente da República e os Ministros de Estado;.	uwaturizai, mukũi tersu tasúiwaáraita, tapirari arã prusesu suaxaára kuá Prezidẽte asui sumuaára Prezidẽte da Republika asui Ministru de Istadu taresé;.
51	caput_roman	False	1.0	II – proceder à tomada de contas do Presidente da República, quando não apresentadas ao Congresso Nacional dentro de sessenta dias após a abertura da sessão legislativa;.	II – pruseder tumada de kũta du Prezidẽte da Republika, mairamẽ ti umukame Kugresu Nasinau supé pu yepé mukũi pu kuára upé uyupirai suiwa da sesãu legislativa;.
51	caput_roman	False	1.0	III – elaborar seu regimento interno;.	III – tamuyã ta regimẽtu ĩternu;.
51	caput_roman	False	1.0	IV – dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços, e a iniciativa de lei para fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias;.	IV – mukamẽ taãmukaáturusa reséwa, yupurakisa, pulisia, mukiraisa, utrukaisa u upawása usú uikú muraákíta, muraákí asui purakisa imuraákí resé, asui ley ũbeusa pitasúkasa sikuyaára reséwaára, umãsa uikú parâmetru uyũbeuwa ley de diretrizes ursamẽtaria rupí;.
51	caput_roman	False	1.0	V – eleger membros do Conselho da República, nos termos do art. 89, VII.	V – yuparawaáka mẽbru du Kũseliu da Republika, mayê yũpinimawá art. 89, VII.
51	caput_roman	False	1.0	SEÇÃO IV                                   Do Senado Federal.	SESÃU IV                           SENADU FEDERAU RESEWÁRA.
52	caput_roman	False	1.0	processar e julgar o Presidente e o Vice-Presidente da República nos crimes de responsabilidade, bem como os Ministros de Estado e os Comandantes da Marinha, do Exército e da Aeronáutica nos crimes da mesma natureza conexos com aqueles;.	prusesari asui ta jugari Prezidẽti resé asui sumuaára Prezidẽti da Republika reséyuiri mãresé puxuwerasa tamuyãwa, mayê yui taresé kuá Ministru de Istadu-itá asui yui suraára taruxa mũdusaita resé Mariyã, Ezersitu asui Aérunautika puraita resé yuiri awáita umuyãwa yawéwa nũgaára teyui puxuwerasa yepéwasú taitũu;.
52	caput_roman	False	1.0	II – processar e julgar os Ministros do Supremo Tribunal Federal, os membros do Conselho Nacional de Justiça e do Conselho Nacional do Ministério Público, o Procurador- -Geral da República e o Advogado-Geral da União nos crimes de responsabilidade;.	II - prusesari asui ta jugari Ministru Turusú piri waá Tribunau Federau muyãsa reséwa, Kũseliu Nasiunau di Justisa resé asui Kũseliu Nasiunau Ministeriu Publiku resé, Prukuradu Gerau da Republika reséyui asui teyui Adivugadu Gerau da Uniãuresé mãresé tamuyãwa puxuwera;.
52	caput_roman	False	1.0	III – aprovar previamente, por voto secreto, após arguição pública, a escolha de:    a) magistrados, nos casos estabelecidos nesta Constituição;    b) Ministros do Tribunal de Contas da União indicados pelo Presidente da República;    c) Governador de Território;    d) presidente e diretores do banco central;    e) Procurador-Geral da República;    f) titulares de outros cargos que a lei determinar;.	III – senũderei tapruvari, yumimisa vutarisa rupí, payẽawá purũgitasa upawása rire, taparawaáka arã:         a) Majistraduita, mayê uyeẽwa yũpinimasa rupí kuá mũdusáwa turusúwa upé;         b) Ministru Tribunau de Kũta da Uniãu Prezidẽti da Republika uparawaáka waá Irupí;         c) Retama iwí mũdusa;         d) Prezidẽti asui diretuita bãku piterupísa puraita;  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé        71         e) Prukuradu Gerau da Republika        f) airetéwaitá amũ muraákí suiwaáraita mayê ley ũbeuwa yawé;.
52	caput_roman	False	1.0	IV – aprovar previamente, por voto secreto, após arguição em sessão secreta, a escolha dos chefes de missão diplomática de caráter permanente;.	IV - senũderei tapruvari, yumimisa vutarisa rupí, purũgitasa yaátirisá miri yumimisa upawása rire, taparawaáka tuwuxarita mũdusaita aáramawáita diplumatika upitárãwaitá yawéwaára;.
52	caput_roman	False	1.0	V – autorizar operações externas de natureza financeira, de interesse da União, dos Estados, do Distrito Federal, dos Territórios e dos Municípios;.	V - xarisa yumuyãsárã suakirupí uputariwa finãseiru suiwaára, maã Uniãuuputariwa uikú, retama putariwa, Distritu Federau uputariwa, territuriu asui Tetãma rupíwaitá;.
52	caput_roman	False	1.0	VI – fixar, por proposta do Presidente da República, limites globais para o montante da dívida consolidada da União, dos Estados, do Distrito Federal e dos Municípios;.	VI – musúpi rete, maã Prezidẽti da Republika ũbeuwa uputari, usiíkasá payẽ iturusúsa udeverisa kũsulidada Uniãu sui, retamaῖta, Distritu Federau asui tetãma-ita ;.
52	caput_roman	False	1.0	VII – dispor sobre limites globais e condições para as operações de crédito externo e interno da União, dos Estados, do Distrito Federal e dos Municípios, de suas autarquias e demais entidades controladas pelo Poder Público federal;.	VII – xarisa seésé kuá usiíkasá payẽ asui mayê urikú meẽsarã umuyãrama creditu externu asui ĩternu da Uniãu, retamaῖta, Distritu Federau asui tetãma-ita , autarquia isuiwa asui payẽ ẽtidade Puder Publiku federau umũdusa waitá;.
52	caput_roman	False	1.0	VIII – dispor sobre limites e condições para a concessão de garantia da União em operações de crédito externo e interno;.	VIII – xarisa seésé kuá usiíkasá asui mayê urikú meẽsarã kũsesãu de garãtia da Uniãu muyãsa creditu externu asui ĩternu;.
52	caput_roman	False	1.0	IX – estabelecer limites globais e condições para o montante da dívida mobiliária dos Estados, do Distrito Federal e dos Municípios;.	IX – urikútê ũbeu payẽ mamẽ usiíkasárã asui umeẽ kũdisãu mamẽ iturusúsa usika arã umuyã divida mubiliaria Istadu-itá taya, Distritu Federau asui yuiri tetãmaita tayaára;.
52	caput_roman	False	1.0	X – suspender a execução, no todo ou em parte, de lei declarada inconstitucional por decisão definitiva do Supremo Tribunal Federal;  44                                                     Constituição da República Federativa do Brasil.	X – tasúpiri yumuyãsá, payẽ sui u yepéyepẽtu, ley ũbeu ĩkũstitusiunal Turusú piri waá Tribunau Federau udesidi ramẽ umusúpi yawéwaára;.
52	caput_roman	False	1.0	XI – aprovar, por maioria absoluta e por voto secreto, a exoneração, de ofício, do Procurador-Geral da República antes do término de seu mandato;.	XI – tapruvari, siíya ramẽte asui vutu yumimisa rupí, yumusẽmusa, papéra yumusipisa, Prukuradur Gerau da Republika sui senũderei upawá umũdusa;.
52	caput_roman	False	1.0	XII – elaborar seu regimento interno;.	XII – urikútê umuyã irejimẽtu ĩternu;.
52	caput_roman	False	1.0	XIII – dispor sobre sua organização, funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços, e a iniciativa de lei para a fixação da respectiva remuneração, observados os parâmetros estabelecidos na lei de diretrizes orçamentárias;.	XIII – mukame yumukaáturusa resé, yupurakisa, pulisia, yumukiriaisa, yumutirikasa u upawása usú uikú muraákísa, muraákísa asu purakisa maã umuyãsá, asui ley ũbeusa pitasúkasa sikuyaára reséwaára, umãsa uikú parâmetru uyũbeuwa ley de diretrizes ursamẽtaria rupí;.
52	caput_roman	False	1.0	XIV – eleger membros do Conselho da República, nos termos do art. 89, VII;.	XIV – ta eleje Kũseliu Republika pura, mayê ũbeuwa art. 89, VII.
52	caput_roman	False	1.0	XV – avaliar periodicamente a funcionalidade do Sistema Tributário Nacional, em sua estrutura e seus componentes, e o desempenho das administrações tributárias da União, dos Estados e do Distrito Federal e dos Municípios.	XV – tarikuté tãbeu amũramẽ maῖta upurakisa usú uikú Sistema upé Tributariu Nasiunau, asui yupitásúkasa asui uikúwaitá irũu, asui mayê usúsa uikú tributaria da Uniãumũdusa uikú, Istadu-itáya, asui Distritu Federau asui yuiri tetãma-ita yaára.
53	caput	False	1.0	Os Deputados e Senadores são invioláveis, civil e penalmente, por quaisquer de suas opiniões, palavras e votos.	Deputadu-itá asui Senaduita aĩta ĩviuláveis, siviu asui penaumẽti, mayẽtu uyẽsa umãduisa, upurũgitasa asui ivutu.
53	paragrafo_unico	False	1.0	Os Deputados e Senadores não serão obrigados a testemunhar sobre informações recebidas ou prestadas em razão do exercício do mandato, nem sobre as pessoas que lhes confiaram ou deles receberam informações.	Deputadu-itá asui Senaduita ũba tarikú mũdusa rete ta suarã tãbeu seésé kuá maã tãbeuwa kuekutasa tasúpé ou mairamẽ taikúrewa taãmuraákí upé, nẽ seésé kuá miíra-itá uruyaiwaitá taresé u tasúiwa uresébe kuekaátusa.
54	caput_roman	False	1.0	desde a expedição do diploma:     a) firmar ou manter contrato com pessoa jurídica de direito público, autarquia, empresa pública, sociedade de economia mista ou empresa concessionária de serviço público, salvo quando o contrato obedecer a cláusulas uniformes;     b) aceitar ou exercer cargo, função ou emprego remunerado, inclusive os de que sejam demissíveis ad nutum, nas entidades constantes da alínea anterior;  Da Organização dos Poderes                                                              45.	desdi tayuka suiwa tadipluma:       a) yumusúpi u tarikú kũtratu kuá miíra upurakiwa jurídica publiku irũ, yumũduwa irupĩte, ẽpreza publika, miíra-itá tapurakiwa yumunanisa rupí u awá ureceberiwa muraákí umuyã arã purakisa publiku mũdusa, ti uyuaki mairamẽ uruyai kũtratu maã ubeuwa umupisa yũpinimawá upé;       b) uwaseitari u wike muyãrã muraákí, purakisa u imuraákí yupagariwa, ĩkluzive awá uwikéwa usẽmuwa muraákísui irupĩtuwate, kuá ipesuwawá mayê ũbeuwa sũdesui;.
54	caput_roman	False	1.0	II – desde a posse:     a) ser proprietários, controladores ou diretores de empresa que goze de favor decorrente de contrato com pessoa jurídica de direito público, ou nela exercer função remunerada;     b) ocupar cargo ou função de que sejam demissíveis ad nutum, nas entidades referidas no inciso I, “a”;     c) patrocinar causa em que seja interessada qualquer das entidades a que se refere o inciso I, “a”;     d) ser titulares de mais de um cargo ou mandato público eletivo.	II – desdi uwikesásui:  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé         73          a) iyaárawáte, aéwaátéumũdusa u mũdusa ẽpreza resé uikúwa mayê yumuyãwa kũtratu rupí kuá miíra upurakiwa jurika yumusipisa publika rupí, u upurakiwa uikú urikúwa rupí sikuyaára;         b) ukupai muraákísa u maã umuyãrawá awá uwikéwa usẽmuwa muraákísui irupĩtuwate, kuá ipesuwawáte mayê ũbeuwa ĩsizu I, “a”;         c) patrusinari mãresé purãgawá yamaã manũgaára resẽtu mayê uyeẽwa kuá ĩsizu I, “a”;         d) urikútê airetéwa urikúwa amũ muraákí u mũdusa publiku eley-itáãu rupí.
55	caput_roman	False	1.0	que infringir qualquer das proibições estabelecidas no artigo anterior	awá tiwa uruyai payẽ maã saisúsawá ũbeuwa artigo sũdesui
55	caput_roman	False	0.9	cujo procedimento for declarado incompatível com o decoro parlamentar	mayê yumuyãsáwá usú yũbeusa seésé tiwa yepéwasúsa irũu kuá dekuru parlamẽtar;.
56	caput_roman	False	1.0	investido no cargo de Ministro de Estado, Governador de Território, Secretário de Estado, do Distrito Federal, de Território, de Prefeitura de Capital ou chefe de missão diplomática temporária;.	uwikéwa muraákí upé mayê Ministru de Istadu, Guvernadu de Terituriu, Secretariu de Istadu, Distritu Federau yui, Terituriu, Prefeitura de Kapitau u tuyuxa de misãu diplumatika kutaárawãtu;  74                  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé.
56	caput_roman	False	1.0	II – licenciado pela respectiva Casa por motivo de doença, ou para tratar, sem remuneração, de interesse particular, desde que, neste caso, o afastamento não ultrapasse cento e vinte dias por sessão legislativa.	II – usẽmuware Uka purakisa sui imasiwa reséwa, u uyutratai arã, tiwa urikú sikuyaára, ĩteresé particular, desdi ke, kuá reséwa, uyutiarisa ikuraki sui urikútê ti usasá yepé sẽtu mukũi mukũi aáraita yaátirisá legislativa reséwa.
57	caput	False	1.0	O Congresso Nacional reunir-se-á, anualmente, na Capital Federal, de 2 de fevereiro a 17 de julho e de 1o de agosto a 22 de dezembro.  46                                                     Constituição da República Federativa do Brasil.	Kuá Kũgresu Nasiunau yaátirisá, akayu rupí, kuá Kapitau Federau upé, kuá 2 fevereru suiwa usú 17 juliu asuiwa kuá 1º agustu suiwa usú 22 dezẽbru.
